79,-49,-46,-25
5,80,-65,-75
92,-72,-46,60
-13,-40,54,-8
30,12,-7,-19
-57,67,92,81
-58,28,59,90
56,-8,-72,-90
42,-94,-53,22
76,-33,-72,40
59,-54,71,97
44,11,-4,-92
-3,61,-99,19
43,-94,69,31
-20,-92,-93,-8
-58,75,-36,-85
74,-97,41,22
-4,-16,-27,-48
6,28,60,65
82,13,-59,-9
-27,-45,9,2
-77,-94,79,6
-58,-63,57,60
15,-89,-1,-70
-86,80,-84,43
83,74,-79,41
-32,-53,-12,36
-11,40,-90,6
-11,98,-1,-14
56,-65,12,-40
-76,69,48,-2
-13,-62,38,-27
39,-22,58,54
52,27,95,-37
29,-34,-10,-9
18,-2,15,-43
-68,19,-58,34
-33,63,63,-28
36,-4,96,-80
13,-20,-86,-50
-64,-73,-94,2
42,-21,64,14
84,43,99,72
60,56,65,29
60,-44,67,-64
-36,-13,20,74
-25,34,79,5
48,5,-41,-59
-4,-42,-33,93
11,59,87,36
41,4,-11,30
-97,-40,-70,16
37,36,45,5
94,44,-4,58
21,70,-35,-40
-93,21,-78,-88
68,69,-31,-13
42,-51,-15,-12
-15,-63,14,-31
-6,64,55,71
6,80,14,-40
-96,55,-23,51
-87,29,55,-63
-4,-94,66,31
-65,90,51,67
3,30,-10,76
-83,67,41,-47
-86,38,-25,-87
6,22,21,2
-48,-13,-8,-61
85,69,55,41
-20,-22,-21,29
-14,-90,-60,-32
22,9,39,13
63,12,66,-21
43,-56,7,-61
-52,-39,-37,84
-38,27,57,71
7,86,22,15
81,86,48,-79
47,-32,-64,-82
3,-73,38,-14
0,-78,-70,55
13,-18,-84,93
49,-1,13,-9
95,57,-76,-46
3,44,47,32
39,-12,-68,38
74,98,49,72
-83,85,64,-82
53,9,50,-30
-11,-100,10,6
-100,26,-93,-49
25,75,77,-67
-44,-83,5,75
-46,11,-72,70
-48,-77,-85,-20
5,48,50,-9
94,23,71,90
-74,4,-82,4
-21,80,-15,55
-27,37,12,-8
58,32,-91,-32
90,35,-5,96
68,36,31,2
-55,-75,-39,-91
72,-21,61,98
63,-74,-46,-30
-99,-57,95,59
31,59,-76,97
96,18,47,-60
-24,-4,-50,29
-2,-28,52,-78
98,-16,-54,79
9,13,-35,-50
-36,60,-35,39
-48,-80,-62,-58
-28,-2,92,-2
-81,-21,6,93
-22,-23,-47,-53
86,-76,-50,41
49,-4,36,51
-63,-35,72,7
-53,-28,69,-75
26,-61,-31,36
32,-36,78,-95
75,-91,92,-85
86,-30,-91,-97
87,11,-27,-72
-59,-92,51,-31
44,-100,-39,54
-8,16,-41,-52
8,15,-41,52
86,31,13,-84
-32,86,6,-70
99,69,53,-14
-20,75,83,-1
66,7,29,98
-31,-19,-15,-29
-92,-1,15,-19
48,-86,-44,-68
-4,22,-25,-58
9,34,-84,85
0,82,70,-47
-91,87,65,78
90,25,-52,-97
-22,-46,97,85
75,-60,-44,8
93,-91,3,-88
86,-33,-32,-49
27,-19,-12,-59
-98,-91,69,29
72,37,10,52
-5,-96,16,-63
9,82,-2,77
40,49,23,65
-9,2,55,-67
90,37,-28,-75
61,60,18,11
-18,-100,99,-47
15,30,80,62
17,50,0,-97
30,-48,-24,-49
-32,25,-68,-1
-79,93,19,5
14,82,79,45
-42,25,88,-78
-17,-13,-78,48
92,9,56,3
-88,27,41,-37
-20,-93,61,-34
-97,-45,-34,-24
-84,53,29,-55
28,53,-58,-87
62,22,34,13
-1,30,-95,10
56,65,-67,12
-10,-21,-100,-76
90,-24,97,-91
-36,-28,30,-95
99,86,-73,45
95,7,39,39
42,-3,-91,31
-50,-54,-34,24
52,31,-70,-8
-51,-78,-77,96
-31,81,4,49
24,-70,-9,51
-67,18,90,-15
78,-86,43,10
-49,73,-59,35
-43,-21,-77,-54
97,92,-63,14
30,-1,11,38
-69,78,93,12
-20,-5,-43,8
-4,62,87,-57
-41,-63,16,15
47,77,68,49
47,-47,3,-32
88,38,-45,88
-75,-50,-47,18
19,-28,50,44
-68,-32,40,7
-81,7,-76,-50
-1,6,57,64
-59,13,91,-61
-5,31,60,38
46,-35,-23,-93
46,-42,-91,-7
65,38,37,12
-96,45,-97,-39
26,-33,-54,-68
-15,21,10,13
18,66,-44,95
99,-5,21,41
-40,-96,11,-5
-84,-7,-25,6
-69,42,-61,-42
-1,-25,-64,12
6,-35,17,50
23,-60,-18,-53
66,-77,30,-29
-22,60,-9,54
89,93,-100,-59
59,87,-12,93
-20,-80,95,-56
37,-74,65,14
66,-11,29,24
60,-72,18,-50
1,59,80,-86
-89,-81,25,-73
-8,-83,-49,-32
-98,-18,-98,2
38,31,74,70
52,35,-76,44
-87,57,-37,-92
-80,-46,-11,-80
-23,-2,-81,79
78,63,-47,36
5,-14,-75,83
-71,-1,44,-9
30,-100,-100,-8
-87,45,86,71
-46,27,-58,-67
-37,-3,30,19
63,-59,78,-33
-43,93,-90,22
-99,44,-41,16
-38,48,-86,77
95,25,100,78
-2,79,86,34
-82,91,-42,-82
38,-98,-96,42
37,78,94,68
-55,-78,-88,-42
96,-44,-4,14
79,24,76,74
-5,-7,29,62
-19,-66,83,60
-56,-82,96,97
-62,-76,98,-44
-37,10,-58,44
-98,51,-92,-21
92,58,-75,4
-16,-33,-55,85
28,45,99,49
49,-31,13,-2
-7,18,76,47
68,-92,-40,74
76,-65,-69,51
-45,-74,-87,-23
-90,21,-7,94
93,33,-17,75
65,10,-68,45
-12,50,-88,-21
-12,-7,-38,20
33,-58,85,78
-73,-38,-71,65
-69,-85,71,-62
34,-19,93,98
22,-92,12,-86
-56,-27,-80,47
-94,56,13,67
-39,-11,-47,-92
50,78,22,-73
48,72,-57,-32
-77,-64,-45,24
49,-70,97,-77
-98,-80,-3,97
19,-56,33,98
8,-75,33,70
62,-50,58,37
64,0,63,-17
-10,-38,76,100
58,-60,74,39
55,-37,-39,-30
-54,14,-23,-4
-54,60,-23,-9
26,1,-28,74
-42,-25,96,-73
62,44,98,-35
-74,-51,60,97
-23,-92,70,32
53,9,-16,65
31,13,57,69
-24,-100,50,2
37,-80,41,-97
-35,-37,30,74
21,-28,-58,-37
-82,59,94,-89
9,61,-12,-64
33,-42,-64,-8
4,-61,56,20
32,-20,52,94
79,35,-85,56
45,98,-30,-77
48,-64,68,87
-22,-80,49,94
-5,73,91,85
-44,96,85,8
-55,-85,58,6
21,79,-22,84
62,32,-49,-38
46,98,4,-100
22,93,79,6
30,55,81,39
-17,-29,87,32
-13,-63,64,-2
-25,78,-45,-57
-41,27,-76,52
28,92,26,-77
-69,69,16,82
96,-34,32,-31
-97,-51,11,-49
-75,-86,48,39
-17,-33,-80,-77
-99,85,71,-51
-39,85,11,-76
-58,-38,-87,-78
-83,-15,-65,65
78,-70,94,1
-14,48,-38,-27
82,-29,27,-5
-31,24,74,-23
49,92,-16,-23
6,-85,20,-72
-28,-70,35,69
87,31,84,-60
-99,11,-76,14
63,-87,-95,64
98,16,-27,-5
79,-94,96,-73
-5,89,22,24
100,36,54,-47
-51,37,93,97
14,-71,-12,-1
-24,-6,3,-57
-75,-51,-59,-8
-83,-16,-3,43
54,18,17,28
-71,-66,26,31
92,-61,-17,-1
94,-24,-17,-16
-26,92,-41,36
-43,-84,-34,66
-9,-55,96,-35
-92,-95,92,78
-56,-17,-63,-86
36,92,72,-39
58,-33,57,76
89,-87,-12,93
96,57,-20,-10
27,-67,-54,35
-53,-72,-8,51
69,-85,-70,42
13,-62,-37,-63
-64,-6,58,38
-86,6,37,-5
-79,65,10,-74
91,-42,39,53
51,19,55,78
-64,90,-8,40
40,-92,-2,71
32,1,90,21
67,-44,-67,22
23,-45,91,88
-89,15,-52,74
-32,67,67,-51
-48,-30,-77,69
94,82,-72,-71
96,-5,-4,-28
-16,-46,38,54
100,52,-90,44
-90,18,79,-52
-84,44,-13,87
68,-64,33,75
-50,36,89,62
-38,91,97,0
25,37,28,54
-75,13,-88,-13
64,43,-77,32
4,71,-92,86
-53,-88,-13,-78
-39,0,44,24
-89,-65,-22,19
45,-49,6,-3
69,35,61,24
37,-97,78,-21
-16,-26,31,21
46,44,-76,-47
19,3,6,-35
-51,6,-73,28
-87,-18,77,46
-49,2,63,13
-28,35,-8,46
79,23,-53,20
96,18,-68,82
20,-9,-55,50
31,32,-1,-89
-41,46,-6,-100
40,77,-83,2
29,-76,-60,-13
-20,-84,21,80
45,-4,81,39
66,-71,13,22
97,-74,88,-42
-21,50,-8,99
-33,27,42,-69
25,5,-86,-56
-88,85,-12,-79
29,-48,-2,13
16,-79,-23,-71
-61,-98,-48,22
-93,55,-21,60
-15,13,-8,18
9,-31,-2,20
61,-74,-55,35
-94,-4,59,28
-10,-76,67,-64
-26,68,-86,28
-78,84,-12,15
-90,1,17,-18
50,-70,54,40
92,-30,96,-64
81,15,0,0
-3,92,60,65
61,-25,39,-50
56,85,7,-3
88,42,49,37
-16,61,-95,-71
33,63,29,-72
-52,0,-85,-92
29,30,30,-42
-72,-54,-76,-78
-94,15,-94,13
84,33,-77,56
31,99,4,18
-42,9,-33,24
52,27,-22,74
72,-3,-47,72
-50,-52,27,55
-26,86,-70,-74
62,62,20,93
50,76,100,60
-95,-81,0,-81
43,-32,100,37
96,-92,78,-59
72,-22,-81,87
47,84,-69,-40
77,41,63,12
-55,74,-36,-95
-65,48,23,-16
-83,-66,87,67
-71,-79,42,-68
79,44,-29,-53
-26,18,70,32
-33,30,24,-22
-68,-61,-53,80
-46,-45,48,73
97,91,21,-10
-31,-52,51,-98
24,-97,-22,60
45,90,69,26
-41,-31,46,-26
43,-48,23,-62
32,-86,-12,32
-39,31,-47,71
-11,39,21,65
-31,-11,-26,98
94,23,24,97
-71,64,-84,-92
-25,2,-88,-85
0,23,80,31
-78,-19,-22,-100
17,-90,5,-90
69,-6,-59,87
5,47,75,26
-39,59,-72,10
63,11,-64,8
77,-72,35,-20
82,76,84,32
69,-95,11,-53
-25,-91,51,12
-96,1,-64,-68
34,96,-43,-66
-83,-66,49,43
0,-27,-54,-7
-63,67,86,39
90,81,-71,43
-79,81,-75,57
-42,-76,86,44
53,-44,82,-38
21,-39,-57,-12
23,-8,91,77
-90,49,38,7
25,-19,-3,43
-84,-35,-6,-7
68,99,36,-60
20,-10,1,-89
-14,36,-73,36
-28,92,-56,-50
-66,2,29,-57
-93,19,-51,-99
7,-97,88,-95
48,1,-13,-11
32,46,34,10
46,6,92,-31
-97,-85,-45,27
-47,-7,-35,25
-63,-82,-23,-93
-15,-13,-82,64
36,30,69,-30
-68,40,-90,-47
88,-6,-15,-65
34,-93,17,-84
43,-3,24,73
-64,100,46,-61
-81,8,48,88
-80,67,3,49
35,-74,63,29
18,-9,63,-49
34,-64,-74,-62
71,-74,71,99
3,44,100,85
-36,51,92,-64
-65,-99,37,-10
58,-97,91,-80
-3,86,-90,-29
42,-39,-11,0
6,-75,-96,13
-26,31,-59,-29
-51,59,-73,-93
64,76,73,-54
31,-44,10,11
25,69,19,8
-6,6,-99,34
0,-97,-79,-34
-91,-31,-15,98
-28,1,-50,-37
100,88,30,-38
63,-56,40,35
-98,95,-92,-68
93,99,-74,49
89,92,50,54
-57,45,17,15
94,-88,-34,37
91,21,-1,58
-24,16,-81,-78
88,-56,-28,29
-76,-61,-17,8
13,-21,-48,-87
-77,48,77,30
-57,46,-2,90
-51,30,-39,30
-62,32,2,85
-100,-96,-81,75
-27,43,-56,6
-75,27,64,27
89,46,-35,-84
66,-53,80,59
12,-50,-48,41
-46,-70,-26,80
-46,-81,-32,76
59,67,-75,-68
-1,-22,71,12
96,91,53,-33
13,-17,-63,-1
-86,-58,57,-94
-48,-65,24,72
40,83,-91,-77
-19,43,84,-62
-45,-23,95,-35
74,-37,9,-91
29,-9,-84,-90
-84,-92,26,18
57,41,73,5
28,73,42,36
-63,73,-37,76
-21,-11,73,4
-21,83,-91,19
-94,16,-92,89
84,33,-44,-44
9,-57,76,-62
-65,3,31,73
-84,79,-13,43
-18,68,12,-18
-100,39,62,16
-68,-5,-7,-48
-16,57,-81,20
-28,98,-14,-93
-33,59,-38,38
-27,68,-3,98
50,71,-44,95
97,55,86,25
42,-51,-67,-48
46,18,15,25
-4,43,15,50
-13,73,-99,-42
18,-82,20,2
9,-19,73,-13
-87,84,-51,14
-61,35,-94,-16
82,-34,19,70
-43,97,53,-96
92,-53,-81,-23
60,-46,-24,-47
-38,73,-31,-41
29,-70,83,75
-27,-22,16,-66
-9,79,-61,-79
62,0,-82,-92
35,76,-92,-38
1,98,-23,74
8,60,82,6
42,-4,58,12
78,9,-83,-49
-42,-11,15,84
-90,-98,88,-96
-82,5,-39,17
-1,-38,-22,82
-49,-2,-100,18
-33,82,-65,19
-99,-19,-81,-71
71,-48,32,-88
-80,23,68,11
-74,72,-81,-3
30,93,-3,-22
79,6,-23,96
-19,-15,86,25
-52,20,23,83
8,-72,-50,-84
41,42,50,13
-76,-17,34,50
-70,-57,-96,69
30,20,-43,-95
-45,-40,34,58
-4,-64,-18,21
19,37,85,-9
0,12,16,77
48,82,55,10
37,-88,-96,54
-82,44,-66,20
-35,72,30,60
47,-30,82,99
-48,-25,29,-44
87,9,-70,-47
83,-21,-38,18
21,-79,-48,4
76,19,-91,-60
-98,82,31,-30
2,-3,42,-34
66,74,-57,51
95,62,58,34
93,43,-85,76
-89,38,-96,71
83,-22,19,9
-100,86,54,44
-86,48,64,-30
-33,-57,20,55
-21,-48,15,41
-94,-48,-19,-3
92,29,62,57
76,-25,39,-86
-2,36,55,-75
-89,5,83,-70
30,-4,1,-44
44,97,94,-99
19,-87,85,57
-44,-75,44,96
-17,66,-47,83
-46,67,-48,-44
59,-2,23,8
58,-4,86,14
51,-65,9,-90
-24,-57,-29,-78
-69,89,-77,-3
92,-64,89,43
-77,93,-73,90
65,30,32,-50
20,81,24,93
10,-17,80,-17
-93,-91,-13,-2
64,82,-97,55
70,-63,87,65
-25,-73,-82,72
21,-35,33,99
-74,28,97,-86
-34,57,80,-63
-56,-84,-69,13
-36,1,-29,0
-71,-54,88,12
95,-95,16,19
38,-84,-43,-89
67,-72,37,-92
-81,72,11,-52
15,70,39,-42
97,-5,-44,-12
84,63,-31,58
1,-49,72,-30
-19,-15,-88,-36
48,100,-25,-21
91,-84,16,68
-88,-34,36,-96
-48,95,-60,-64
22,-12,50,25
-26,76,94,46
82,-46,44,86
39,3,98,52
97,85,86,60
86,-71,-83,-51
72,-36,41,-3
27,65,-49,54
-69,65,52,74
32,94,40,-19
45,62,-10,-81
-26,75,80,58
14,62,97,-41
36,27,24,-51
-50,-79,20,91
32,-51,72,-22
